Country/Region,Date,Lat,Long,Confirmed,Deaths,Recovered
Afghanistan,3/18/20,33.0,65.0,22,0,1
Albania,3/18/20,41.1533,20.1683,59,2,0
Algeria,3/18/20,28.0339,1.6596,74,7,12
Andorra,3/18/20,42.5063,1.5218,39,0,1
Angola,3/18/20,-11.2027,17.8739,0,0,0
Antigua and Barbuda,3/18/20,17.0608,-61.7964,1,0,0
Argentina,3/18/20,-38.4161,-63.6167,79,2,3
Armenia,3/18/20,40.0691,45.0382,84,0,1
Australia,3/18/20,-255.9695,1129.8623,568,6,23
Austria,3/18/20,47.5162,14.5501,1646,4,9
Azerbaijan,3/18/20,40.1431,47.5769,28,1,6
Bahamas,3/18/20,25.0343,-77.3963,1,0,0
Bahrain,3/18/20,26.0275,50.55,256,1,88
Bangladesh,3/18/20,23.685,90.3563,14,1,3
Barbados,3/18/20,13.1939,-59.5432,2,0,0
Belarus,3/18/20,53.7098,27.9534,51,0,5
Belgium,3/18/20,50.8333,4.0,1486,14,31
Benin,3/18/20,9.3077,2.3158,2,0,0
Bhutan,3/18/20,27.5142,90.4336,1,0,0
Bolivia,3/18/20,-16.2902,-63.5887,12,0,0
Bosnia and Herzegovina,3/18/20,43.9159,17.6791,38,0,2
Brazil,3/18/20,-14.235,-51.9253,372,3,2
Brunei,3/18/20,4.5353,114.7277,68,0,0
Bulgaria,3/18/20,42.7339,25.4858,92,2,0
Burkina Faso,3/18/20,12.2383,-1.5616,20,1,0
Cabo Verde,3/18/20,16.5388,-23.0418,0,0,0
Cambodia,3/18/20,11.55,104.9167,35,0,1
Cameroon,3/18/20,3.8480000000000003,11.5021,10,0,0
Canada,3/18/20,671.7607,-1237.6289,657,8,0
Central African Republic,3/18/20,6.6111,20.9394,1,0,0
Chad,3/18/20,15.4542,18.7322,0,0,0
Chile,3/18/20,-35.6751,-71.543,238,0,0
China,3/18/20,1083.3367,3684.4197000000004,81102,3241,67548
Colombia,3/18/20,4.5709,-74.2973,93,0,1
Congo (Brazzaville),3/18/20,-4.0383,21.7587,1,0,0
Congo (Kinshasa),3/18/20,-4.0383,21.7587,4,0,0
Costa Rica,3/18/20,9.7489,-83.7534,50,0,0
Cote d'Ivoire,3/18/20,7.54,-5.5471,6,0,1
Croatia,3/18/20,45.1,15.2,81,0,4
Diamond Princess,3/18/20,0.0,0.0,712,7,325
Cuba,3/18/20,22.0,-80.0,7,1,0
Cyprus,3/18/20,35.1264,33.4299,49,0,0
Czechia,3/18/20,49.8175,15.472999999999999,464,0,0
Denmark,3/18/20,189.8634,-40.014300000000006,1116,4,1
Djibouti,3/18/20,11.8251,42.5903,1,0,0
Dominican Republic,3/18/20,18.7357,-70.1627,21,1,0
Ecuador,3/18/20,-1.8312,-78.1834,111,2,0
Egypt,3/18/20,26.0,30.0,196,6,32
El Salvador,3/18/20,13.7942,-88.8965,0,0,0
Equatorial Guinea,3/18/20,1.5,10.0,4,0,0
Eritrea,3/18/20,15.1794,39.7823,0,0,0
Estonia,3/18/20,58.5953,25.0136,258,0,1
Eswatini,3/18/20,-26.5225,31.4659,1,0,0
Ethiopia,3/18/20,9.145,40.4897,6,0,0
Fiji,3/18/20,-17.7134,178.065,0,0,0
Finland,3/18/20,64.0,26.0,336,0,10
France,3/18/20,91.3624,59.71919999999999,9124,149,12
Gabon,3/18/20,-0.8037,11.6094,1,0,0
Gambia,3/18/20,13.4432,-15.3101,1,0,0
Georgia,3/18/20,42.3154,43.3569,38,0,1
Germany,3/18/20,51.0,9.0,12327,28,105
Ghana,3/18/20,7.9465,-1.0232,7,0,0
Greece,3/18/20,39.0742,21.8243,418,5,8
Guatemala,3/18/20,15.7835,-90.2308,6,1,0
Guinea,3/18/20,9.9456,-9.6966,1,0,0
Guyana,3/18/20,5.0,-58.75,7,1,0
Haiti,3/18/20,18.9712,-72.2852,0,0,0
Holy See,3/18/20,41.9029,12.4534,1,0,0
Honduras,3/18/20,15.2,-86.2419,9,0,0
Hungary,3/18/20,47.1625,19.5033,58,1,2
Iceland,3/18/20,64.9631,-19.0208,250,1,5
India,3/18/20,21.0,78.0,156,3,14
Indonesia,3/18/20,-0.7893,113.9213,227,19,11
Iran,3/18/20,32.0,53.0,17361,1135,5389
Iraq,3/18/20,33.0,44.0,164,12,43
Ireland,3/18/20,53.1424,-7.6921,292,2,5
Israel,3/18/20,31.0,35.0,304,0,11
Italy,3/18/20,43.0,12.0,35713,2978,4025
Jamaica,3/18/20,18.1096,-77.2975,13,0,2
Japan,3/18/20,36.0,138.0,889,29,144
Jordan,3/18/20,31.24,36.51,52,0,1
Kazakhstan,3/18/20,48.0196,66.9237,35,0,0
Kenya,3/18/20,-0.0236,37.9062,3,0,0
South Korea,3/18/20,36.0,128.0,8413,84,1540
Kuwait,3/18/20,29.5,47.75,142,0,15
Kyrgyzstan,3/18/20,41.2044,74.7661,3,0,0
Latvia,3/18/20,56.8796,24.6032,71,0,1
Lebanon,3/18/20,33.8547,35.8623,133,3,3
Liberia,3/18/20,6.4281,-9.4295,2,0,0
Liechtenstein,3/18/20,47.14,9.55,28,0,0
Lithuania,3/18/20,55.1694,23.8813,27,0,1
Luxembourg,3/18/20,49.8153,6.1296,203,2,0
Madagascar,3/18/20,-18.7669,46.8691,0,0,0
Malaysia,3/18/20,2.5,112.5,790,2,60
Maldives,3/18/20,3.2028,73.2207,13,0,0
Malta,3/18/20,35.9375,14.3754,38,0,2
Mauritania,3/18/20,21.0079,10.9408,1,0,0
Mauritius,3/18/20,-20.2,57.5,3,0,0
Mexico,3/18/20,23.6345,-102.5528,118,0,4
Moldova,3/18/20,47.4116,28.3699,30,1,1
Monaco,3/18/20,43.7333,7.4167,7,0,0
Mongolia,3/18/20,46.8625,103.8467,6,0,0
Montenegro,3/18/20,42.5,19.3,2,0,0
Morocco,3/18/20,31.7917,-7.0926,49,2,1
Namibia,3/18/20,-22.9576,18.4904,2,0,0
Nepal,3/18/20,28.1667,84.25,1,0,1
Netherlands,3/18/20,94.8633,-196.7893,2058,58,2
New Zealand,3/18/20,-40.9006,174.886,20,0,0
Nicaragua,3/18/20,12.8654,-85.2072,0,0,0
Niger,3/18/20,17.6078,8.0817,0,0,0
Nigeria,3/18/20,9.082,8.6753,8,0,1
North Macedonia,3/18/20,41.6086,21.7453,35,0,1
Norway,3/18/20,60.472,8.4689,1550,6,1
Oman,3/18/20,21.0,57.0,39,0,12
Pakistan,3/18/20,30.3753,69.3451,299,0,2
Panama,3/18/20,8.538,-80.7821,86,1,0
Papua New Guinea,3/18/20,-6.315,143.9555,0,0,0
Paraguay,3/18/20,-23.4425,-58.4438,11,0,0
Peru,3/18/20,-9.19,-75.0152,145,0,1
Philippines,3/18/20,13.0,122.0,202,19,5
Poland,3/18/20,51.9194,19.1451,251,5,13
Portugal,3/18/20,39.3999,-8.2245,448,2,3
Qatar,3/18/20,25.3548,51.1839,452,0,4
Romania,3/18/20,45.9432,24.9668,260,0,19
Russia,3/18/20,60.0,90.0,147,0,8
Rwanda,3/18/20,-1.9403,29.8739,8,0,0
Saint Lucia,3/18/20,13.9094,-60.9789,2,0,0
Saint Vincent and the Grenadines,3/18/20,12.9843,-61.2872,1,0,0
San Marino,3/18/20,43.9424,12.4578,119,11,4
Saudi Arabia,3/18/20,24.0,45.0,171,0,6
Senegal,3/18/20,14.4974,-14.4524,31,0,2
Serbia,3/18/20,44.0165,21.0059,83,0,1
Seychelles,3/18/20,-4.6796,55.492,4,0,0
Singapore,3/18/20,1.2833,103.8333,313,0,114
Slovakia,3/18/20,48.669,19.699,105,1,0
Slovenia,3/18/20,46.1512,14.9955,275,1,0
Somalia,3/18/20,5.1521,46.1996,1,0,0
South Africa,3/18/20,-30.5595,22.9375,116,0,0
Spain,3/18/20,40.0,-4.0,13910,623,1081
Sri Lanka,3/18/20,7.0,81.0,51,0,1
Sudan,3/18/20,12.8628,30.2176,2,1,0
Suriname,3/18/20,3.9193,-56.0278,1,0,0
Sweden,3/18/20,63.0,16.0,1279,10,1
Switzerland,3/18/20,46.8182,8.2275,3028,28,15
Taiwan*,3/18/20,23.7,121.0,100,1,22
Tanzania,3/18/20,-6.369,34.8888,3,0,0
Thailand,3/18/20,15.0,101.0,212,1,42
Togo,3/18/20,8.6195,0.8248,1,0,0
Trinidad and Tobago,3/18/20,10.6918,-61.2225,7,0,0
Tunisia,3/18/20,34.0,9.0,29,0,0
Turkey,3/18/20,38.9637,35.2433,98,1,0
Uganda,3/18/20,1.0,32.0,0,0,0
Ukraine,3/18/20,48.3794,31.1656,14,2,0
United Arab Emirates,3/18/20,24.0,54.0,113,0,26
United Kingdom,3/18/20,270.0299,-482.92470000000003,2642,116,67
Uruguay,3/18/20,-32.5228,-55.7658,50,0,0
US,3/18/20,37.0902,-95.7129,7783,164,105
Uzbekistan,3/18/20,41.3775,64.5853,15,0,0
Venezuela,3/18/20,6.4238,-66.5897,36,0,0
Vietnam,3/18/20,16.0,108.0,75,0,16
Zambia,3/18/20,-15.4167,28.2833,2,0,0
Zimbabwe,3/18/20,-20.0,30.0,0,0,0
Dominica,3/18/20,15.415,-61.371,0,0,0
Grenada,3/18/20,12.1165,-61.678999999999995,0,0,0
Mozambique,3/18/20,-18.665695,35.529562,0,0,0
Syria,3/18/20,34.802075,38.996815000000005,0,0,0
Timor-Leste,3/18/20,-8.874217,125.727539,0,0,0
Belize,3/18/20,13.1939,-59.5432,0,0,0
Laos,3/18/20,19.856270000000002,102.495496,0,0,0
Libya,3/18/20,26.3351,17.228331,0,0,0
West Bank and Gaza,3/18/20,31.9522,35.2332,41,0,0
Guinea-Bissau,3/18/20,11.8037,-15.1804,0,0,0
Mali,3/18/20,17.570692,-3.9961660000000006,0,0,0
Saint Kitts and Nevis,3/18/20,17.357822,-62.782998,0,0,0
Kosovo,3/18/20,42.602636,20.902977,0,0,0
Burma,3/18/20,21.9162,95.956,0,0,0
MS Zaandam,3/18/20,0.0,0.0,0,0,0
Botswana,3/18/20,-22.3285,24.6849,0,0,0
Burundi,3/18/20,-3.3731,29.9189,0,0,0
Sierra Leone,3/18/20,8.460555000000001,-11.779889,0,0,0
Malawi,3/18/20,-13.254307999999998,34.301525,0,0,0
South Sudan,3/18/20,6.877000000000001,31.307,0,0,0
Western Sahara,3/18/20,24.2155,-12.8858,0,0,0
Sao Tome and Principe,3/18/20,0.18636,6.613081,0,0,0
Yemen,3/18/20,15.552726999999999,48.516388,0,0,0
Comoros,3/18/20,-11.6455,43.3333,0,0,0
Tajikistan,3/18/20,38.861034000000004,71.276093,0,0,0
Afghanistan,3/19/20,33.0,65.0,22,0,1
Albania,3/19/20,41.1533,20.1683,64,2,0
Algeria,3/19/20,28.0339,1.6596,87,9,32
Andorra,3/19/20,42.5063,1.5218,53,0,1
Angola,3/19/20,-11.2027,17.8739,0,0,0
Antigua and Barbuda,3/19/20,17.0608,-61.7964,1,0,0
Argentina,3/19/20,-38.4161,-63.6167,97,3,3
Armenia,3/19/20,40.0691,45.0382,115,0,1
Australia,3/19/20,-255.9695,1129.8623,681,6,26
Austria,3/19/20,47.5162,14.5501,2013,6,9
Azerbaijan,3/19/20,40.1431,47.5769,44,1,6
Bahamas,3/19/20,25.0343,-77.3963,3,0,0
Bahrain,3/19/20,26.0275,50.55,278,1,100
Bangladesh,3/19/20,23.685,90.3563,17,1,3
Barbados,3/19/20,13.1939,-59.5432,5,0,0
Belarus,3/19/20,53.7098,27.9534,51,0,5
Belgium,3/19/20,50.8333,4.0,1795,21,31
Benin,3/19/20,9.3077,2.3158,2,0,0
Bhutan,3/19/20,27.5142,90.4336,1,0,0
Bolivia,3/19/20,-16.2902,-63.5887,12,0,0
Bosnia and Herzegovina,3/19/20,43.9159,17.6791,63,0,2
Brazil,3/19/20,-14.235,-51.9253,621,6,2
Brunei,3/19/20,4.5353,114.7277,75,0,0
Bulgaria,3/19/20,42.7339,25.4858,94,3,0
Burkina Faso,3/19/20,12.2383,-1.5616,33,1,0
Cabo Verde,3/19/20,16.5388,-23.0418,0,0,0
Cambodia,3/19/20,11.55,104.9167,37,0,1
Cameroon,3/19/20,3.8480000000000003,11.5021,13,0,0
Canada,3/19/20,671.7607,-1237.6289,800,9,0
Central African Republic,3/19/20,6.6111,20.9394,1,0,0
Chad,3/19/20,15.4542,18.7322,1,0,0
Chile,3/19/20,-35.6751,-71.543,238,0,0
China,3/19/20,1083.3367,3684.4197000000004,81156,3249,68327
Colombia,3/19/20,4.5709,-74.2973,102,0,1
Congo (Brazzaville),3/19/20,-4.0383,21.7587,3,0,0
Congo (Kinshasa),3/19/20,-4.0383,21.7587,14,0,0
Costa Rica,3/19/20,9.7489,-83.7534,69,1,0
Cote d'Ivoire,3/19/20,7.54,-5.5471,9,0,1
Croatia,3/19/20,45.1,15.2,105,1,5
Diamond Princess,3/19/20,0.0,0.0,712,7,325
Cuba,3/19/20,22.0,-80.0,11,1,0
Cyprus,3/19/20,35.1264,33.4299,67,0,0
Czechia,3/19/20,49.8175,15.472999999999999,694,0,0
Denmark,3/19/20,189.8634,-40.014300000000006,1225,6,1
Djibouti,3/19/20,11.8251,42.5903,1,0,0
Dominican Republic,3/19/20,18.7357,-70.1627,34,2,0
Ecuador,3/19/20,-1.8312,-78.1834,199,3,0
Egypt,3/19/20,26.0,30.0,256,6,32
El Salvador,3/19/20,13.7942,-88.8965,1,0,0
Equatorial Guinea,3/19/20,1.5,10.0,6,0,0
Eritrea,3/19/20,15.1794,39.7823,0,0,0
Estonia,3/19/20,58.5953,25.0136,267,0,1
Eswatini,3/19/20,-26.5225,31.4659,1,0,0
Ethiopia,3/19/20,9.145,40.4897,6,0,0
Fiji,3/19/20,-17.7134,178.065,1,0,0
Finland,3/19/20,64.0,26.0,400,0,10
France,3/19/20,91.3624,59.71919999999999,10970,244,12
Gabon,3/19/20,-0.8037,11.6094,1,0,0
Gambia,3/19/20,13.4432,-15.3101,1,0,0
Georgia,3/19/20,42.3154,43.3569,40,0,1
Germany,3/19/20,51.0,9.0,15320,44,113
Ghana,3/19/20,7.9465,-1.0232,11,0,0
Greece,3/19/20,39.0742,21.8243,418,6,8
Guatemala,3/19/20,15.7835,-90.2308,9,1,0
Guinea,3/19/20,9.9456,-9.6966,1,0,0
Guyana,3/19/20,5.0,-58.75,7,1,0
Haiti,3/19/20,18.9712,-72.2852,0,0,0
Holy See,3/19/20,41.9029,12.4534,1,0,0
Honduras,3/19/20,15.2,-86.2419,12,0,0
Hungary,3/19/20,47.1625,19.5033,73,1,2
Iceland,3/19/20,64.9631,-19.0208,330,1,5
India,3/19/20,21.0,78.0,194,4,15
Indonesia,3/19/20,-0.7893,113.9213,311,25,11
Iran,3/19/20,32.0,53.0,18407,1284,5710
Iraq,3/19/20,33.0,44.0,192,13,43
Ireland,3/19/20,53.1424,-7.6921,557,3,5
Israel,3/19/20,31.0,35.0,427,0,11
Italy,3/19/20,43.0,12.0,41035,3405,4440
Jamaica,3/19/20,18.1096,-77.2975,15,1,2
Japan,3/19/20,36.0,138.0,924,29,150
Jordan,3/19/20,31.24,36.51,69,0,1
Kazakhstan,3/19/20,48.0196,66.9237,44,0,0
Kenya,3/19/20,-0.0236,37.9062,7,0,0
South Korea,3/19/20,36.0,128.0,8565,91,1540
Kuwait,3/19/20,29.5,47.75,148,0,18
Kyrgyzstan,3/19/20,41.2044,74.7661,3,0,0
Latvia,3/19/20,56.8796,24.6032,86,0,1
Lebanon,3/19/20,33.8547,35.8623,157,4,4
Liberia,3/19/20,6.4281,-9.4295,2,0,0
Liechtenstein,3/19/20,47.14,9.55,28,0,0
Lithuania,3/19/20,55.1694,23.8813,36,0,1
Luxembourg,3/19/20,49.8153,6.1296,335,4,0
Madagascar,3/19/20,-18.7669,46.8691,0,0,0
Malaysia,3/19/20,2.5,112.5,900,2,75
Maldives,3/19/20,3.2028,73.2207,13,0,0
Malta,3/19/20,35.9375,14.3754,53,0,2
Mauritania,3/19/20,21.0079,10.9408,2,0,0
Mauritius,3/19/20,-20.2,57.5,3,0,0
Mexico,3/19/20,23.6345,-102.5528,164,1,4
Moldova,3/19/20,47.4116,28.3699,49,1,1
Monaco,3/19/20,43.7333,7.4167,7,0,0
Mongolia,3/19/20,46.8625,103.8467,6,0,0
Montenegro,3/19/20,42.5,19.3,3,0,0
Morocco,3/19/20,31.7917,-7.0926,63,2,1
Namibia,3/19/20,-22.9576,18.4904,3,0,0
Nepal,3/19/20,28.1667,84.25,1,0,1
Netherlands,3/19/20,94.8633,-196.7893,2467,77,2
New Zealand,3/19/20,-40.9006,174.886,28,0,0
Nicaragua,3/19/20,12.8654,-85.2072,1,0,0
Niger,3/19/20,17.6078,8.0817,0,0,0
Nigeria,3/19/20,9.082,8.6753,8,0,1
North Macedonia,3/19/20,41.6086,21.7453,48,0,1
Norway,3/19/20,60.472,8.4689,1746,7,1
Oman,3/19/20,21.0,57.0,48,0,12
Pakistan,3/19/20,30.3753,69.3451,454,2,13
Panama,3/19/20,8.538,-80.7821,109,1,0
Papua New Guinea,3/19/20,-6.315,143.9555,0,0,0
Paraguay,3/19/20,-23.4425,-58.4438,11,0,0
Peru,3/19/20,-9.19,-75.0152,234,0,1
Philippines,3/19/20,13.0,122.0,217,17,8
Poland,3/19/20,51.9194,19.1451,355,5,1
Portugal,3/19/20,39.3999,-8.2245,785,3,3
Qatar,3/19/20,25.3548,51.1839,460,0,4
Romania,3/19/20,45.9432,24.9668,277,0,25
Russia,3/19/20,60.0,90.0,199,1,9
Rwanda,3/19/20,-1.9403,29.8739,8,0,0
Saint Lucia,3/19/20,13.9094,-60.9789,2,0,0
Saint Vincent and the Grenadines,3/19/20,12.9843,-61.2872,1,0,0
San Marino,3/19/20,43.9424,12.4578,119,11,4
Saudi Arabia,3/19/20,24.0,45.0,274,0,6
Senegal,3/19/20,14.4974,-14.4524,31,0,2
Serbia,3/19/20,44.0165,21.0059,103,0,1
Seychelles,3/19/20,-4.6796,55.492,6,0,0
Singapore,3/19/20,1.2833,103.8333,345,0,114
Slovakia,3/19/20,48.669,19.699,123,1,0
Slovenia,3/19/20,46.1512,14.9955,286,1,0
Somalia,3/19/20,5.1521,46.1996,1,0,0
South Africa,3/19/20,-30.5595,22.9375,150,0,0
Spain,3/19/20,40.0,-4.0,17963,830,1107
Sri Lanka,3/19/20,7.0,81.0,60,0,3
Sudan,3/19/20,12.8628,30.2176,2,1,0
Suriname,3/19/20,3.9193,-56.0278,1,0,0
Sweden,3/19/20,63.0,16.0,1439,11,16
Switzerland,3/19/20,46.8182,8.2275,4075,41,15
Taiwan*,3/19/20,23.7,121.0,108,1,26
Tanzania,3/19/20,-6.369,34.8888,6,0,0
Thailand,3/19/20,15.0,101.0,272,1,42
Togo,3/19/20,8.6195,0.8248,1,0,0
Trinidad and Tobago,3/19/20,10.6918,-61.2225,9,0,0
Tunisia,3/19/20,34.0,9.0,39,1,0
Turkey,3/19/20,38.9637,35.2433,192,3,0
Uganda,3/19/20,1.0,32.0,0,0,0
Ukraine,3/19/20,48.3794,31.1656,16,2,0
United Arab Emirates,3/19/20,24.0,54.0,140,0,31
United Kingdom,3/19/20,270.0299,-482.92470000000003,2716,159,67
Uruguay,3/19/20,-32.5228,-55.7658,79,0,0
US,3/19/20,37.0902,-95.7129,13747,258,121
Uzbekistan,3/19/20,41.3775,64.5853,23,0,0
Venezuela,3/19/20,6.4238,-66.5897,42,0,0
Vietnam,3/19/20,16.0,108.0,85,0,16
Zambia,3/19/20,-15.4167,28.2833,2,0,0
Zimbabwe,3/19/20,-20.0,30.0,0,0,0
Dominica,3/19/20,15.415,-61.371,0,0,0
Grenada,3/19/20,12.1165,-61.678999999999995,0,0,0
Mozambique,3/19/20,-18.665695,35.529562,0,0,0
Syria,3/19/20,34.802075,38.996815000000005,0,0,0
Timor-Leste,3/19/20,-8.874217,125.727539,0,0,0
Belize,3/19/20,13.1939,-59.5432,0,0,0
Laos,3/19/20,19.856270000000002,102.495496,0,0,0
Libya,3/19/20,26.3351,17.228331,0,0,0
West Bank and Gaza,3/19/20,31.9522,35.2332,44,0,0
Guinea-Bissau,3/19/20,11.8037,-15.1804,0,0,0
Mali,3/19/20,17.570692,-3.9961660000000006,0,0,0
Saint Kitts and Nevis,3/19/20,17.357822,-62.782998,0,0,0
Kosovo,3/19/20,42.602636,20.902977,0,0,0
Burma,3/19/20,21.9162,95.956,0,0,0
MS Zaandam,3/19/20,0.0,0.0,0,0,0
Botswana,3/19/20,-22.3285,24.6849,0,0,0
Burundi,3/19/20,-3.3731,29.9189,0,0,0
Sierra Leone,3/19/20,8.460555000000001,-11.779889,0,0,0
Malawi,3/19/20,-13.254307999999998,34.301525,0,0,0
South Sudan,3/19/20,6.877000000000001,31.307,0,0,0
Western Sahara,3/19/20,24.2155,-12.8858,0,0,0
Sao Tome and Principe,3/19/20,0.18636,6.613081,0,0,0
Yemen,3/19/20,15.552726999999999,48.516388,0,0,0
Comoros,3/19/20,-11.6455,43.3333,0,0,0
Tajikistan,3/19/20,38.861034000000004,71.276093,0,0,0
Afghanistan,3/20/20,33.0,65.0,24,0,1
Albania,3/20/20,41.1533,20.1683,70,2,0
Algeria,3/20/20,28.0339,1.6596,90,11,32
Andorra,3/20/20,42.5063,1.5218,75,0,1
Angola,3/20/20,-11.2027,17.8739,1,0,0
Antigua and Barbuda,3/20/20,17.0608,-61.7964,1,0,0
Argentina,3/20/20,-38.4161,-63.6167,128,3,3
Armenia,3/20/20,40.0691,45.0382,136,0,1
Australia,3/20/20,-255.9695,1129.8623,791,7,26
Austria,3/20/20,47.5162,14.5501,2388,6,9
Azerbaijan,3/20/20,40.1431,47.5769,44,1,6
Bahamas,3/20/20,25.0343,-77.3963,3,0,0
Bahrain,3/20/20,26.0275,50.55,285,1,100
Bangladesh,3/20/20,23.685,90.3563,20,1,3
Barbados,3/20/20,13.1939,-59.5432,5,0,0
Belarus,3/20/20,53.7098,27.9534,69,0,5
Belgium,3/20/20,50.8333,4.0,2257,37,1
Benin,3/20/20,9.3077,2.3158,2,0,0
Bhutan,3/20/20,27.5142,90.4336,2,0,0
Bolivia,3/20/20,-16.2902,-63.5887,15,0,0
Bosnia and Herzegovina,3/20/20,43.9159,17.6791,89,0,2
Brazil,3/20/20,-14.235,-51.9253,793,11,2
Brunei,3/20/20,4.5353,114.7277,78,0,1
Bulgaria,3/20/20,42.7339,25.4858,127,3,0
Burkina Faso,3/20/20,12.2383,-1.5616,40,1,0
Cabo Verde,3/20/20,16.5388,-23.0418,1,0,0
Cambodia,3/20/20,11.55,104.9167,51,0,1
Cameroon,3/20/20,3.8480000000000003,11.5021,20,0,0
Canada,3/20/20,671.7607,-1237.6289,943,12,0
Central African Republic,3/20/20,6.6111,20.9394,3,0,0
Chad,3/20/20,15.4542,18.7322,1,0,0
Chile,3/20/20,-35.6751,-71.543,434,0,6
China,3/20/20,1083.3367,3684.4197000000004,81250,3253,69055
Colombia,3/20/20,4.5709,-74.2973,128,0,1
Congo (Brazzaville),3/20/20,-4.0383,21.7587,3,0,0
Congo (Kinshasa),3/20/20,-4.0383,21.7587,18,0,0
Costa Rica,3/20/20,9.7489,-83.7534,89,1,0
Cote d'Ivoire,3/20/20,7.54,-5.5471,9,0,1
Croatia,3/20/20,45.1,15.2,128,1,5
Diamond Princess,3/20/20,0.0,0.0,712,7,325
Cuba,3/20/20,22.0,-80.0,16,1,0
Cyprus,3/20/20,35.1264,33.4299,67,0,0
Czechia,3/20/20,49.8175,15.472999999999999,833,0,0
Denmark,3/20/20,189.8634,-40.014300000000006,1337,9,1
Djibouti,3/20/20,11.8251,42.5903,1,0,0
Dominican Republic,3/20/20,18.7357,-70.1627,72,2,0
Ecuador,3/20/20,-1.8312,-78.1834,367,5,0
Egypt,3/20/20,26.0,30.0,285,8,39
El Salvador,3/20/20,13.7942,-88.8965,1,0,0
Equatorial Guinea,3/20/20,1.5,10.0,6,0,0
Eritrea,3/20/20,15.1794,39.7823,0,0,0
Estonia,3/20/20,58.5953,25.0136,283,0,1
Eswatini,3/20/20,-26.5225,31.4659,1,0,0
Ethiopia,3/20/20,9.145,40.4897,9,0,0
Fiji,3/20/20,-17.7134,178.065,1,0,0
Finland,3/20/20,64.0,26.0,450,0,10
France,3/20/20,91.3624,59.71919999999999,12758,451,12
Gabon,3/20/20,-0.8037,11.6094,3,1,0
Gambia,3/20/20,13.4432,-15.3101,1,0,0
Georgia,3/20/20,42.3154,43.3569,43,0,1
Germany,3/20/20,51.0,9.0,19848,67,180
Ghana,3/20/20,7.9465,-1.0232,16,0,0
Greece,3/20/20,39.0742,21.8243,495,6,19
Guatemala,3/20/20,15.7835,-90.2308,12,1,0
Guinea,3/20/20,9.9456,-9.6966,1,0,0
Guyana,3/20/20,5.0,-58.75,7,1,0
Haiti,3/20/20,18.9712,-72.2852,2,0,0
Holy See,3/20/20,41.9029,12.4534,1,0,0
Honduras,3/20/20,15.2,-86.2419,24,0,0
Hungary,3/20/20,47.1625,19.5033,85,3,2
Iceland,3/20/20,64.9631,-19.0208,409,0,5
India,3/20/20,21.0,78.0,244,5,20
Indonesia,3/20/20,-0.7893,113.9213,369,32,15
Iran,3/20/20,32.0,53.0,19644,1433,6745
Iraq,3/20/20,33.0,44.0,208,17,49
Ireland,3/20/20,53.1424,-7.6921,683,3,5
Israel,3/20/20,31.0,35.0,529,0,14
Italy,3/20/20,43.0,12.0,47021,4032,4440
Jamaica,3/20/20,18.1096,-77.2975,16,1,2
Japan,3/20/20,36.0,138.0,963,33,191
Jordan,3/20/20,31.24,36.51,85,0,1
Kazakhstan,3/20/20,48.0196,66.9237,49,3,0
Kenya,3/20/20,-0.0236,37.9062,7,0,0
South Korea,3/20/20,36.0,128.0,8652,94,1540
Kuwait,3/20/20,29.5,47.75,159,0,18
Kyrgyzstan,3/20/20,41.2044,74.7661,6,0,0
Latvia,3/20/20,56.8796,24.6032,111,0,1
Lebanon,3/20/20,33.8547,35.8623,163,4,4
Liberia,3/20/20,6.4281,-9.4295,2,0,0
Liechtenstein,3/20/20,47.14,9.55,28,0,0
Lithuania,3/20/20,55.1694,23.8813,49,0,1
Luxembourg,3/20/20,49.8153,6.1296,484,4,0
Madagascar,3/20/20,-18.7669,46.8691,3,0,0
Malaysia,3/20/20,2.5,112.5,1030,3,87
Maldives,3/20/20,3.2028,73.2207,13,0,0
Malta,3/20/20,35.9375,14.3754,64,0,2
Mauritania,3/20/20,21.0079,10.9408,2,0,0
Mauritius,3/20/20,-20.2,57.5,12,0,0
Mexico,3/20/20,23.6345,-102.5528,203,2,4
Moldova,3/20/20,47.4116,28.3699,66,1,1
Monaco,3/20/20,43.7333,7.4167,11,0,0
Mongolia,3/20/20,46.8625,103.8467,6,0,0
Montenegro,3/20/20,42.5,19.3,14,0,0
Morocco,3/20/20,31.7917,-7.0926,77,3,1
Namibia,3/20/20,-22.9576,18.4904,3,0,0
Nepal,3/20/20,28.1667,84.25,1,0,1
Netherlands,3/20/20,94.8633,-196.7893,3003,107,2
New Zealand,3/20/20,-40.9006,174.886,39,0,0
Nicaragua,3/20/20,12.8654,-85.2072,1,0,0
Niger,3/20/20,17.6078,8.0817,1,0,0
Nigeria,3/20/20,9.082,8.6753,12,0,1
North Macedonia,3/20/20,41.6086,21.7453,67,0,1
Norway,3/20/20,60.472,8.4689,1914,7,1
Oman,3/20/20,21.0,57.0,48,0,12
Pakistan,3/20/20,30.3753,69.3451,501,3,13
Panama,3/20/20,8.538,-80.7821,137,1,0
Papua New Guinea,3/20/20,-6.315,143.9555,1,0,0
Paraguay,3/20/20,-23.4425,-58.4438,13,0,0
Peru,3/20/20,-9.19,-75.0152,234,3,1
Philippines,3/20/20,13.0,122.0,230,18,8
Poland,3/20/20,51.9194,19.1451,425,5,1
Portugal,3/20/20,39.3999,-8.2245,1020,6,5
